pairing_id,session_id,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13,question14,question15,question16,question17,question18,question19,question20,question21,question22,question23,question24,question25,question26,question27,question28,question29,question30,question31,question32,question33,question34,question35,question36,total_wai_task,total_wai_bond,total_wai_goal,composite_wai
142,1,Often,Never,Always,Never,Rarely,Rarely,Very Often,Sometimes,Always,Often,Always,Very Often,Never,Sometimes,Often,Never,Often,Rarely,Occasionally,Occasionally,Never,Never,Sometimes,Rarely,Never,Rarely,Often,Rarely,Never,Never,Always,Never,Very Often,Always,Never,Often,18,41,21,80
142,2,Very Often,Never,Always,Never,Never,Never,Very Often,Sometimes,Always,Very Often,Always,Very Often,Rarely,Occasionally,Often,Never,Sometimes,Often,Sometimes,Occasionally,Never,Never,Occasionally,Rarely,Never,Never,Very Often,Rarely,Never,Never,Always,Never,Very Often,Very Often,Never,Sometimes,22,36,18,76
142,3,Always,Never,Always,Never,Never,Never,Always,Rarely,Always,Always,Always,Always,Never,Rarely,Always,Never,Rarely,Occasionally,Never,Often,Never,Never,Never,Never,Never,Never,Always,Never,Never,Never,Always,Never,Always,Always,Never,Rarely,14,23,13,50
143,1,Always,Never,Always,Never,Never,Never,Always,Never,Always,Always,Always,Always,Never,Never,Always,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Always,Never,Always,Never,Always,Never,Always,Always,Never,Never,18,30,12,60
145,1,Never,Always,Never,Very Often,Always,Always,Never,Always,Never,Never,Never,Never,Always,Always,Never,Often,Always,Always,Always,Never,Always,Always,Always,Always,Always,Always,Never,Very Often,Never,Always,Never,Always,Never,Rarely,Always,Always,81,73,83,237
145,2,Never,Always,Never,Always,Always,Always,Never,Always,Never,Never,Never,Never,Always,Always,Never,Always,Always,Always,Always,Never,Always,Always,Always,Always,Always,Always,Never,Always,Never,Always,Never,Always,Never,Never,Always,Always,84,72,84,240
145,3,Never,Always,Never,Always,Always,Always,Never,Always,Never,Never,Never,Never,Always,Always,Never,Always,Always,Always,Always,Never,Always,Always,Always,Always,Always,Always,Never,Always,Never,Always,Never,Always,Never,Never,Always,Always,84,72,84,240
145,4,Never,Always,Rarely,Always,Always,Always,Never,Always,Never,Never,Never,Never,Always,Always,Never,Always,Always,Always,Always,Never,Always,Always,Always,Always,Always,Always,Never,Very Often,Never,Always,Never,Always,Never,Rarely,Always,Always,84,73,82,239
146,1,Never,Always,Rarely,Always,Always,Always,Never,Always,Never,Never,Never,Never,Always,Always,Never,Always,Always,Always,Always,Never,Always,Always,Very Often,Always,Always,Always,Never,Very Often,Never,Always,Never,Always,Never,Rarely,Always,Always,84,72,82,238
146,2,Very Often,Rarely,Always,Never,Never,Rarely,Often,Rarely,Always,Very Often,Always,Always,Occasionally,Always,Very Often,Never,Sometimes,Always,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Always,Sometimes,Very Often,Never,Always,Rarely,Very Often,Always,Never,Rarely,25,30,21,76
147,1,Often,Never,Often,Never,Rarely,Occasionally,Sometimes,Occasionally,Often,Sometimes,Very Often,Often,Never,Sometimes,Often,Never,Often,Sometimes,Occasionally,Rarely,Never,Never,Rarely,Rarely,Never,Rarely,Often,Never,Never,Never,Very Often,Never,Often,Always,Never,Sometimes,25,39,28,92
147,2,Very Often,Never,Always,Never,Never,Never,Sometimes,Sometimes,Very Often,Very Often,Always,Very Often,Rarely,Never,Often,Never,Sometimes,Often,Rarely,Rarely,Never,Never,Rarely,Never,Never,Never,Often,Rarely,Never,Never,Always,Never,Often,Always,Never,Sometimes,24,34,17,75
148,1,Never,Always,Never,Very Often,Always,Always,Never,Very Often,Never,Never,Never,Never,Always,Always,Never,Always,Always,Always,Always,Never,Always,Always,Very Often,Always,Always,Very Often,Never,Often,Never,Always,Never,Always,Never,Never,Always,Very Often,83,70,84,237
148,2,Never,Always,Rarely,Always,Always,Always,Never,Always,Never,Never,Never,Never,Always,Always,Never,Always,Always,Always,Always,Never,Always,Always,Always,Always,Always,Always,Never,Very Often,Never,Always,Never,Always,Never,Rarely,Always,Always,84,73,82,239
148,3,Never,Always,Never,Always,Always,Always,Never,Always,Never,Never,Never,Never,Always,Always,Never,Always,Always,Always,Always,Never,Always,Always,Always,Always,Always,Always,Never,Very Often,Never,Always,Never,Always,Never,Never,Always,Always,84,73,84,241
148,4,Never,Always,Never,Always,Always,Always,Never,Always,Never,Never,Never,Never,Always,Always,Never,Always,Always,Always,Always,Never,Always,Always,Always,Always,Always,Always,Never,Always,Never,Always,Never,Always,Never,Never,Always,Always,84,72,84,240
149,1,Always,Never,Always,Never,Never,Never,Always,Never,Always,Always,Always,Always,Never,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Always,Never,Never,Never,Always,Never,Always,Always,Never,Never,12,24,18,54
151,1,Occasionally,Rarely,Never,Never,Rarely,Rarely,Never,Often,Sometimes,Very Often,Often,Often,Often,Rarely,Often,Never,Often,Very Often,Often,Rarely,Never,Never,Sometimes,Never,Never,Rarely,Always,Never,Never,Never,Often,Never,Often,Sometimes,Never,Sometimes,36,47,29,112
151,2,Sometimes,Never,Rarely,Never,Rarely,Rarely,Rarely,Often,Often,Very Often,Very Often,Very Often,Often,Rarely,Very Often,Never,Often,Often,Often,Sometimes,Never,Never,Often,Never,Never,Rarely,Always,Never,Never,Never,Often,Never,Often,Sometimes,Never,Often,31,46,26,103
151,3,Often,Never,Rarely,Never,Rarely,Rarely,Rarely,Often,Often,Always,Very Often,Very Often,Very Often,Rarely,Very Often,Never,Often,Always,Often,Sometimes,Never,Never,Often,Never,Never,Rarely,Always,Never,Never,Never,Very Often,Never,Often,Often,Never,Often,33,45,24,102
152,1,Always,Never,Always,Never,Never,Never,Always,Never,Always,Always,Always,Always,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Always,Never,Always,Never,Always,Never,Always,Always,Never,Never,12,30,12,54
153,1,Never,Rarely,Never,Rarely,Always,Always,Never,Very Often,Never,Never,Rarely,Never,Always,Occasionally,Never,Never,Often,Always,Always,Never,Sometimes,Rarely,Very Often,Never,Never,Often,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Always,Always,61,68,56,185
153,2,Never,Always,Never,Always,Always,Always,Never,Always,Never,Never,Never,Never,Always,Always,Never,Sometimes,Always,Always,Always,Never,Always,Always,Always,Always,Never,Always,Never,Very Often,Never,Often,Never,Never,Never,Rarely,Always,Always,81,73,69,223
153,3,Never,Always,Never,Always,Always,Always,Never,Always,Never,Never,Never,Never,Always,Always,Never,Always,Always,Always,Always,Never,Always,Always,Always,Always,Very Often,Always,Never,Always,Never,Always,Never,Always,Never,Never,Always,Always,84,72,83,239
153,4,Never,Always,Never,Always,Always,Always,Never,Always,Never,Never,Never,Never,Always,Always,Never,Always,Always,Always,Always,Never,Always,Always,Always,Always,Always,Always,Never,Always,Never,Always,Never,Always,Never,Never,Always,Always,84,72,84,240
154,1,Often,Never,Always,Never,Rarely,Occasionally,Often,Sometimes,Very Often,Sometimes,Always,Often,Never,Never,Often,Never,Sometimes,Rarely,Occasionally,Rarely,Never,Never,Rarely,Never,Never,Rarely,Often,Never,Never,Never,Always,Never,Very Often,Always,Never,Sometimes,18,39,22,79
155,1,Very Often,Never,Always,Never,Never,Never,Sometimes,Sometimes,Always,Always,Always,Very Often,Rarely,Never,Always,Never,Sometimes,Occasionally,Rarely,Often,Never,Never,Rarely,Never,Never,Never,Always,Never,Never,Never,Always,Never,Very Often,Always,Never,Often,19,33,13,65
156,1,Always,Never,Always,Never,Never,Never,Always,Never,Always,Always,Always,Always,Never,Never,Always,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Always,Never,Always,Never,Always,Never,Always,Always,Never,Never,18,30,12,60
157,1,Rarely,Always,Rarely,Very Often,Always,Always,Never,Very Often,Never,Never,Never,Never,Always,Always,Never,Very Often,Very Often,Always,Always,Never,Very Often,Always,Very Often,Always,Always,Very Often,Never,Often,Never,Always,Never,Always,Never,Never,Always,Very Often,82,67,83,232
157,2,Often,Rarely,Very Often,Occasionally,Rarely,Occasionally,Often,Sometimes,Often,Often,Very Often,Often,Rarely,Very Often,Often,Occasionally,Often,Rarely,Sometimes,Never,Never,Occasionally,Sometimes,Rarely,Never,Rarely,Very Often,Sometimes,Never,Occasionally,Very Often,Rarely,Often,Very Often,Never,Often,28,42,33,103
158,1,Rarely,Always,Sometimes,Very Often,Always,Always,Never,Very Often,Never,Never,Never,Never,Always,Always,Never,Very Often,Always,Always,Always,Never,Very Often,Always,Very Often,Always,Always,Very Often,Never,Often,Never,Always,Never,Always,Never,Rarely,Always,Very Often,82,68,80,230
158,2,Very Often,Never,Always,Never,Rarely,Rarely,Very Often,Sometimes,Always,Very Often,Always,Often,Never,Rarely,Often,Never,Sometimes,Rarely,Occasionally,Sometimes,Never,Never,Rarely,Rarely,Never,Rarely,Very Often,Sometimes,Never,Never,Always,Rarely,Very Often,Always,Never,Often,18,34,19,71
159,1,Never,Always,Never,Always,Always,Always,Never,Always,Never,Never,Never,Never,Always,Always,Never,Always,Always,Always,Always,Never,Always,Always,Always,Always,Always,Always,Never,Very Often,Never,Always,Never,Always,Never,Never,Always,Very Often,84,72,84,240
159,2,Never,Always,Never,Always,Always,Always,Never,Always,Never,Never,Never,Never,Always,Always,Never,Always,Always,Always,Always,Never,Always,Always,Always,Always,Always,Always,Never,Very Often,Never,Always,Never,Always,Never,Never,Always,Always,84,73,84,241
159,3,Never,Always,Never,Always,Always,Always,Never,Always,Never,Never,Never,Never,Always,Always,Never,Always,Always,Always,Always,Never,Always,Always,Always,Always,Always,Always,Never,Very Often,Never,Always,Never,Always,Never,Rarely,Always,Always,84,73,83,240
159,4,Never,Always,Never,Always,Always,Always,Never,Always,Never,Never,Never,Never,Always,Always,Never,Always,Always,Always,Always,Never,Always,Always,Always,Always,Always,Always,Never,Always,Never,Always,Never,Always,Never,Never,Always,Always,84,72,84,240
160,1,Never,Always,Rarely,Very Often,Always,Always,Never,Very Often,Never,Never,Never,Never,Always,Always,Never,Very Often,Always,Always,Always,Never,Very Often,Always,Always,Always,Often,Very Often,Never,Sometimes,Never,Very Often,Never,Very Often,Never,Rarely,Always,Always,82,72,78,232
160,2,Often,Rarely,Often,Sometimes,Rarely,Rarely,Often,Occasionally,Often,Very Often,Often,Very Often,Always,Sometimes,Often,Never,Rarely,Very Often,Rarely,Very Often,Never,Never,Rarely,Never,Never,Never,Always,Rarely,Never,Rarely,Very Often,Never,Often,Often,Rarely,Never,37,26,25,88
161,1,Very Often,Never,Rarely,Never,Rarely,Never,Often,Sometimes,Very Often,Always,Always,Always,Rarely,Never,Very Often,Never,Often,Often,Occasionally,Often,Never,Never,Rarely,Never,Never,Rarely,Always,Never,Never,Never,Always,Never,Very Often,Often,Never,Sometimes,21,36,20,77
161,2,Very Often,Never,Rarely,Never,Never,Never,Rarely,Rarely,Often,Always,Always,Always,Often,Never,Very Often,Never,Rarely,Often,Never,Often,Never,Never,Never,Never,Never,Never,Always,Never,Never,Never,Always,Never,Very Often,Rarely,Never,Never,27,23,24,74
162,1,Rarely,Never,Very Often,Rarely,Very Often,Very Often,Never,Very Often,Rarely,Never,Rarely,Never,Often,Always,Never,Never,Very Often,Often,Very Often,Never,Rarely,Never,Always,Always,Never,Often,Never,Sometimes,Never,Never,Sometimes,Never,Never,Always,Sometimes,Very Often,56,62,47,165
162,2,Occasionally,Very Often,Very Often,Often,Often,Often,Sometimes,Very Often,Occasionally,Rarely,Rarely,Never,Sometimes,Always,Never,Often,Always,Sometimes,Always,Never,Often,Very Often,Very Often,Very Often,Often,Often,Never,Very Often,Never,Very Often,Often,Often,Sometimes,Often,Often,Always,59,63,64,186
162,3,Rarely,Always,Often,Always,Always,Very Often,Rarely,Always,Never,Never,Occasionally,Never,Often,Always,Never,Often,Always,Often,Always,Never,Often,Always,Always,Always,Always,Very Often,Never,Very Often,Never,Always,Sometimes,Always,Rarely,Sometimes,Always,Always,71,69,76,216
162,4,Rarely,Very Often,Sometimes,Always,Always,Very Often,Rarely,Always,Never,Never,Rarely,Never,Very Often,Always,Never,Very Often,Always,Very Often,Always,Never,Often,Always,Always,Always,Always,Always,Never,Always,Never,Always,Occasionally,Very Often,Rarely,Sometimes,Always,Always,75,69,76,220
163,1,Always,Never,Always,Never,Never,Never,Always,Never,Always,Always,Always,Always,Never,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Always,Never,Always,Never,Always,Never,Always,Always,Never,Never,12,30,18,60
164,1,Very Often,Never,Always,Never,Never,Rarely,Often,Rarely,Often,Very Often,Very Often,Often,Rarely,Sometimes,Often,Never,Rarely,Often,Rarely,Often,Never,Never,Never,Rarely,Never,Never,Very Often,Rarely,Never,Never,Very Often,Never,Very Often,Always,Never,Rarely,25,24,22,71
165,1,Never,Very Often,Always,Always,Always,Always,Never,Very Often,Never,Never,Never,Never,Very Often,Always,Never,Sometimes,Always,Always,Always,Never,Sometimes,Always,Always,Always,Often,Very Often,Never,Very Often,Never,Very Often,Rarely,Always,Never,Often,Very Often,Always,77,68,71,216
166,1,Always,Never,Always,Never,Never,Never,Never,Never,Always,Always,Always,Always,Never,Never,Always,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Always,Never,Always,Never,Always,Never,Always,Always,Never,Never,24,30,12,66
167,1,Often,Never,Very Often,Never,Never,Never,Often,Sometimes,Always,Always,Always,Always,Rarely,Never,Very Often,Never,Occasionally,Often,Rarely,Sometimes,Never,Never,Rarely,Never,Never,Never,Always,Never,Never,Never,Always,Never,Very Often,Always,Never,Rarely,21,31,13,65
168,1,Very Often,Never,Always,Never,Rarely,Never,Occasionally,Rarely,Often,Very Often,Always,Very Often,Never,Never,Sometimes,Never,Rarely,Often,Rarely,Often,Never,Never,Never,Never,Never,Never,Always,Never,Rarely,Never,Always,Never,Often,Always,Never,Never,25,26,16,67
169,1,Often,Never,Always,Never,Never,Never,Sometimes,Sometimes,Very Often,Very Often,Always,Always,Rarely,Never,Often,Never,Often,Sometimes,Occasionally,Sometimes,Never,Never,Rarely,Never,Never,Never,Always,Rarely,Never,Never,Very Often,Never,Often,Always,Never,Often,24,36,14,74
170,1,Never,Never,Always,Never,Always,Rarely,Never,Sometimes,Often,Never,Often,Often,Always,Sometimes,Never,Never,Very Often,Always,Very Often,Never,Rarely,Never,Rarely,Sometimes,Never,Often,Never,Occasionally,Never,Never,Never,Never,Never,Always,Occasionally,Often,55,57,32,144
170,2,Sometimes,Never,Always,Never,Rarely,Never,Often,Never,Very Often,Occasionally,Very Often,Often,Often,Never,Sometimes,Never,Often,Very Often,Often,Sometimes,Never,Never,Never,Never,Never,Occasionally,Very Often,Never,Often,Never,Very Often,Never,Often,Always,Never,Rarely,30,40,20,90
170,3,Rarely,Never,Very Often,Never,Very Often,Rarely,Never,Often,Sometimes,Never,Very Often,Never,Sometimes,Never,Never,Never,Often,Often,Very Often,Rarely,Never,Never,Sometimes,Never,Never,Often,Never,Sometimes,Never,Never,Very Often,Never,Never,Rarely,Never,Often,39,54,40,133
171,1,Sometimes,Never,Always,Never,Rarely,Sometimes,Rarely,Often,Often,Sometimes,Very Often,Often,Never,Always,Occasionally,Never,Always,Often,Often,Sometimes,Never,Never,Occasionally,Rarely,Never,Occasionally,Rarely,Rarely,Never,Never,Very Often,Sometimes,Often,Always,Never,Always,30,48,36,114
171,2,Always,Never,Always,Never,Never,Never,Occasionally,Often,Always,Very Often,Always,Always,Rarely,Rarely,Always,Never,Always,Often,Sometimes,Often,Never,Never,Very Often,Never,Never,Rarely,Always,Occasionally,Never,Never,Always,Never,Often,Very Often,Never,Always,23,43,15,81
172,1,Always,Never,Rarely,Never,Never,Never,Never,Never,Never,Always,Always,Always,Rarely,Never,Always,Never,Never,Always,Never,Always,Never,Never,Never,Never,Never,Never,Always,Never,Never,Never,Always,Never,Always,Rarely,Never,Never,25,18,28,71
173,1,Always,Never,Often,Never,Never,Always,Never,Never,Never,Always,Always,Very Often,Sometimes,Never,Always,Never,Never,Always,Never,Always,Never,Never,Never,Never,Never,Never,Always,Never,Often,Never,Always,Never,Very Often,Often,Never,Never,28,22,29,79
173,2,Always,Never,Very Often,Never,Never,Rarely,Rarely,Never,Always,Always,Always,Very Often,Rarely,Never,Always,Never,Never,Very Often,Never,Always,Never,Never,Never,Never,Never,Never,Always,Never,Very Often,Never,Always,Never,Very Often,Sometimes,Never,Never,24,23,18,65
173,3,Always,Never,Very Often,Never,Never,Rarely,Never,Never,Always,Always,Always,Always,Rarely,Never,Always,Never,Never,Always,Never,Always,Never,Never,Never,Never,Never,Never,Always,Never,Always,Never,Always,Never,Very Often,Never,Never,Never,26,24,20,70
173,4,Always,Never,Rarely,Never,Never,Never,Never,Never,Never,Always,Always,Always,Rarely,Never,Always,Never,Never,Often,Never,Always,Never,Never,Never,Never,Never,Never,Always,Never,Never,Never,Always,Never,Always,Often,Never,Never,23,18,25,66
174,1,Always,Never,Always,Never,Never,Never,Rarely,Never,Always,Always,Always,Always,Never,Never,Always,Never,Never,Very Often,Never,Never,Never,Never,Never,Never,Never,Never,Always,Never,Rarely,Never,Always,Never,Always,Always,Never,Never,22,25,12,59
175,1,Often,Never,Often,Never,Rarely,Rarely,Occasionally,Rarely,Often,Very Often,Always,Very Often,Never,Sometimes,Very Often,Never,Rarely,Often,Rarely,Often,Never,Never,Rarely,Never,Never,Never,Always,Never,Sometimes,Never,Always,Never,Very Often,Always,Never,Rarely,22,31,22,75
175,2,Very Often,Never,Never,Never,Never,Never,Rarely,Rarely,Sometimes,Always,Always,Very Often,Sometimes,Never,Always,Never,Rarely,Often,Rarely,Very Often,Never,Never,Rarely,Never,Never,Never,Always,Never,Never,Never,Always,Never,Often,Never,Never,Rarely,26,25,28,79
175,3,Always,Never,Always,Never,Never,Never,Very Often,Rarely,Often,Always,Always,Always,Often,Never,Always,Never,Rarely,Often,Never,Often,Never,Never,Rarely,Never,Never,Never,Always,Never,Rarely,Never,Always,Never,Very Often,Never,Never,Rarely,22,25,20,67
175,4,Always,Never,Rarely,Never,Never,Never,Rarely,Never,Often,Always,Always,Very Often,Always,Never,Always,Never,Never,Always,Never,Always,Never,Never,Never,Never,Never,Never,Always,Never,Never,Never,Always,Never,Very Often,Never,Never,Never,30,18,26,74
176,1,Very Often,Never,Always,Never,Never,Rarely,Very Often,Occasionally,Always,Always,Always,Very Often,Rarely,Sometimes,Very Often,Never,Sometimes,Always,Rarely,Often,Never,Never,Rarely,Never,Never,Never,Always,Rarely,Never,Never,Always,Never,Very Often,Always,Never,Sometimes,22,30,17,69
177,1,Never,Very Often,Sometimes,Always,Always,Always,Never,Always,Never,Never,Never,Never,Always,Always,Never,Very Often,Always,Always,Always,Never,Always,Always,Always,Always,Very Often,Always,Never,Always,Never,Always,Never,Always,Never,Rarely,Always,Always,82,72,79,233
177,2,Never,Always,Rarely,Always,Always,Always,Never,Always,Never,Never,Never,Never,Always,Always,Never,Always,Always,Always,Always,Never,Always,Always,Always,Always,Always,Always,Never,Always,Never,Always,Never,Always,Never,Occasionally,Always,Always,84,72,81,237
177,3,Never,Always,Rarely,Always,Always,Always,Rarely,Always,Never,Never,Never,Never,Always,Always,Never,Always,Always,Always,Always,Never,Always,Always,Always,Always,Always,Always,Never,Always,Never,Always,Rarely,Always,Rarely,Occasionally,Always,Always,81,72,81,234
177,4,Never,Always,Rarely,Always,Always,Always,Never,Always,Never,Never,Never,Never,Always,Always,Never,Always,Always,Always,Always,Never,Always,Always,Always,Always,Always,Always,Never,Always,Never,Always,Rarely,Always,Never,Rarely,Always,Always,83,72,82,237
178,1,Rarely,Never,Never,Never,Rarely,Never,Never,Occasionally,Never,Always,Always,Very Often,Always,Never,Very Often,Never,Occasionally,Always,Sometimes,Rarely,Never,Never,Rarely,Never,Never,Never,Always,Never,Never,Never,Never,Never,Often,Never,Never,Rarely,39,38,31,108
178,2,Sometimes,Never,Never,Never,Never,Never,Often,Rarely,Sometimes,Always,Always,Always,Often,Never,Always,Never,Sometimes,Very Often,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Always,Never,Never,Never,Often,Never,Always,Never,Never,Sometimes,25,36,27,88
178,3,Often,Never,Never,Never,Never,Never,Rarely,Rarely,Never,Always,Always,Always,Often,Never,Always,Never,Rarely,Very Often,Never,Sometimes,Never,Never,Never,Never,Never,Never,Always,Never,Never,Never,Very Often,Never,Always,Never,Never,Rarely,27,26,30,83
179,1,Often,Never,Always,Never,Never,Never,Rarely,Rarely,Often,Always,Always,Always,Sometimes,Never,Often,Never,Rarely,Often,Rarely,Often,Never,Never,Rarely,Never,Never,Never,Always,Never,Never,Never,Very Often,Never,Rarely,Never,Never,Rarely,32,27,20,79
179,2,Always,Never,Always,Never,Never,Never,Very Often,Rarely,Always,Always,Always,Always,Rarely,Never,Always,Never,Never,Often,Rarely,Always,Never,Never,Rarely,Never,Never,Never,Always,Never,Never,Never,Always,Never,Always,Always,Never,Rarely,18,22,12,52
180,1,Always,Never,Always,Never,Never,Never,Always,Never,Always,Always,Always,Always,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Always,Never,Always,Never,Always,Never,Always,Always,Never,Never,12,30,12,54
